#trial,samples,#result,age,education-num
0,512,0,24.0,0.0
0,256,0,4.0,1.0
0,256,1,12.0,0.0
1,512,0,6.0,0.0
1,256,0,6.0,0.0
2,512,0,11.0,0.0
2,256,0,13.0,0.0
3,1024,0,9.0,0.0
3,512,0,17.0,0.0
3,256,0,12.0,0.0
4,512,0,5.0,0.0
4,256,0,2.0,0.0
5,1024,0,1.0,0.0
5,512,0,3.0,0.0
5,256,0,3.0,0.0
6,1024,0,9.0,0.0
6,512,0,12.0,1.0
6,512,1,14.0,0.0
6,256,0,12.0,2.0
6,256,1,14.0,1.0
6,256,2,15.0,0.0
7,256,0,30.0,7.0
7,256,1,31.0,4.0
8,256,0,4.0,1.0
8,256,1,5.0,0.0
9,512,0,14.0,0.0
9,256,0,4.0,0.0
10,512,0,5.0,0.0
10,256,0,5.0,0.0
11,1024,0,21.0,2.0
11,512,0,12.0,1.0
11,512,1,14.0,0.0
12,512,0,4.0,0.0
12,256,0,3.0,0.0
13,1024,0,15.0,0.0
13,256,0,3.0,0.0
14,1024,0,2.0,0.0
14,512,0,2.0,0.0
14,256,0,4.0,0.0
15,1024,0,7.0,0.0
15,512,0,1.0,0.0
15,256,0,2.0,0.0
16,512,0,14.0,2.0
16,512,1,15.0,0.0
16,256,0,3.0,0.0
17,1024,0,23.0,0.0
17,512,0,5.0,0.0
17,256,0,10.0,2.0
17,256,1,12.0,1.0
17,256,2,13.0,0.0
18,1024,0,3.0,0.0
18,512,0,5.0,0.0
18,256,0,3.0,0.0
19,1024,0,25.0,0.0
19,512,0,4.0,0.0
19,256,0,12.0,1.0
19,256,1,14.0,0.0
20,256,0,7.0,0.0
21,1024,0,7.0,0.0
21,512,0,5.0,0.0
21,256,0,3.0,2.0
21,256,1,18.0,1.0
22,512,0,16.0,1.0
22,256,0,2.0,0.0
23,256,0,29.0,5.0
24,1024,0,2.0,0.0
24,512,0,1.0,0.0
24,256,0,3.0,0.0
25,1024,0,13.0,0.0
25,512,0,0.0,0.0
25,256,0,0.0,0.0
26,512,0,4.0,0.0
26,256,0,14.0,2.0
26,256,1,17.0,0.0
27,512,0,13.0,0.0
27,256,0,13.0,0.0
28,1024,0,18.0,1.0
28,1024,1,21.0,0.0
28,512,0,14.0,0.0
28,256,0,4.0,0.0
29,1024,0,21.0,0.0
29,512,0,5.0,0.0
29,256,0,15.0,1.0
30,512,0,5.0,0.0
30,256,0,3.0,0.0
31,1024,0,7.0,0.0
31,512,0,5.0,0.0
31,256,0,3.0,1.0
31,256,1,14.0,0.0
32,1024,0,5.0,0.0
32,512,0,3.0,0.0
33,1024,0,6.0,0.0
33,512,0,3.0,0.0
33,256,0,3.0,0.0
34,512,0,2.0,0.0
34,256,0,3.0,0.0
35,512,0,8.0,0.0
35,256,0,3.0,0.0
36,512,0,4.0,0.0
36,256,0,5.0,0.0
37,512,0,6.0,0.0
37,256,0,13.0,0.0
38,512,0,7.0,1.0
38,512,1,14.0,0.0
38,256,0,1.0,2.0
38,256,1,3.0,0.0
39,1024,0,9.0,0.0
39,512,0,5.0,1.0
39,512,1,9.0,0.0
39,256,0,5.0,2.0
40,512,0,11.0,1.0
40,256,0,8.0,1.0
40,256,1,11.0,0.0
42,512,0,12.0,0.0
42,256,0,12.0,0.0
43,1024,0,2.0,0.0
43,512,0,14.0,1.0
43,512,1,17.0,0.0
43,256,0,14.0,1.0
44,1024,0,5.0,0.0
44,512,0,3.0,0.0
44,256,0,17.0,4.0
44,256,1,18.0,2.0
45,512,0,8.0,0.0
45,256,0,8.0,0.0
46,256,0,10.0,0.0
47,256,0,3.0,0.0
48,1024,0,42.0,3.0
48,1024,1,43.0,2.0
48,512,0,15.0,0.0
49,1024,0,3.0,0.0
49,512,0,14.0,0.0
49,256,0,10.0,1.0
